IDENTIFIKATOR_KLIJENTA,DOB,VRSTA_ZAPOSLENJA,SEGMENT,PRIORITY_SCORE,CLV_SCORE,CHURN_RISK,FUTURE_POTENTIAL,RANG_PONUDE,PROIZVOD,RAZLOG,ZARADA_BANKE,KANAL,PONUDA_SCORE
XRDMDA1864MY,57,ZAPOSLEN,RAZVIJAJ PREMIUM,53.0,33.6,60.0,69.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
M0DG3HUXH2XZ,29,ZAPOSLEN,RAZVIJAJ PREMIUM,52.9,83.6,7.3,63.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
6DPZ75SSX2U9,30,ZAPOSLEN,RAZVIJAJ PREMIUM,52.9,80.0,4.2,73.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
6DPZ75SSX2U9,30,ZAPOSLEN,RAZVIJAJ PREMIUM,52.9,80.0,4.2,73.0,2,Hipotekarni kredit,"Stabilan klijent 29 god., prihodi 12,588€/mj.",Kamate 20-30 god.,Osobni savjetnik,84
6DPZ75SSX2U9,30,ZAPOSLEN,RAZVIJAJ PREMIUM,52.9,80.0,4.2,73.0,3,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 15,214€",Stabilizacija pasive,HPB mobilna aplikacija,83
RPYLKYW6K9M9,37,ZAPOSLEN,RAZVIJAJ PREMIUM,52.8,74.5,11.3,69.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
IK0MVMTKNXUS,42,ZAPOSLEN,RAZVIJAJ PREMIUM,52.8,89.9,5.8,56.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
KGTGRDAKPWXG,65,UMIROVLJENIK,ODRŽAVAJ,52.8,70.9,47.7,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
QKL0J9LLFCFH,62,ZAPOSLEN,RAZVIJAJ PREMIUM,52.6,79.5,18.3,50.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
EAE0DQ3UWMT9,45,ZAPOSLEN,RAZVIJAJ PREMIUM,52.6,84.7,16.2,46.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
FZDJNQR9IKXH,72,UMIROVLJENIK,ODRŽAVAJ,52.5,69.7,48.1,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
E0HNWPVINIY3,39,ZAPOSLEN,RAZVIJAJ PREMIUM,52.5,70.4,7.8,79.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
6R5MTRYGWCYQ,19,NEZAPOSLEN,RAZVIJAJ PREMIUM,52.5,57.3,38.0,49.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
E0HNWPVINIY3,39,ZAPOSLEN,RAZVIJAJ PREMIUM,52.5,70.4,7.8,79.0,2,Hipotekarni kredit,"Stabilan klijent 18 god., prihodi 6,840€/mj.",Kamate 20-30 god.,Osobni savjetnik,73
6R5MTRYGWCYQ,19,NEZAPOSLEN,RAZVIJAJ PREMIUM,52.5,57.3,38.0,49.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 12,786€",Stabilizacija pasive,HPB mobilna aplikacija,83
4AL4FFLJFWSU,54,ZAPOSLEN,RAZVIJAJ PREMIUM,52.4,75.7,9.1,69.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
0WC35W1F6RWV,90,UMIROVLJENIK,SPASI,52.4,46.8,69.1,13.5,1,Intervencija bankara — osobni poziv,"Klijent 28 god. u HPB-u, CLV 47 — visoki churn rizik, potreban osobni kontakt",Retencija visoko vrijednog klijenta,Osobni poziv / sastanak u poslovnici,100
4AL4FFLJFWSU,54,ZAPOSLEN,RAZVIJAJ PREMIUM,52.4,75.7,9.1,69.0,2,Hipotekarni kredit,"Stabilan klijent 26 god., prihodi 23,714€/mj.",Kamate 20-30 god.,Osobni savjetnik,84
LYG65BGUP0AX,57,UMIROVLJENIK,ODRŽAVAJ,52.2,71.2,46.0,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 24 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
RURIE82IIBV0,34,ZAPOSLEN,RAZVIJAJ PREMIUM,52.2,53.6,45.0,62.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
CZDKNOGXQK9Q,37,ZAPOSLEN,RAZVIJAJ PREMIUM,52.0,79.8,14.0,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ZNE5SDX96HTD,77,UMIROVLJENIK,SPASI,52.0,45.7,69.1,13.5,1,Intervencija bankara — osobni poziv,"Klijent 26 god. u HPB-u, CLV 46 — visoki churn rizik, potreban osobni kontakt",Retencija visoko vrijednog klijenta,Osobni poziv / sastanak u poslovnici,100
HCK80VVRUNZA,46,ZAPOSLEN,RAZVIJAJ PREMIUM,51.9,64.6,16.3,71.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
C4L3GBCREC57,48,ZAPOSLEN,RAZVIJAJ PREMIUM,51.9,88.2,4.4,57.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
HCK80VVRUNZA,46,ZAPOSLEN,RAZVIJAJ PREMIUM,51.9,64.6,16.3,71.0,2,Hipotekarni kredit,"Stabilan klijent 18 god., prihodi 6,526€/mj.",Kamate 20-30 god.,Osobni savjetnik,71
C4L3GBCREC57,48,ZAPOSLEN,RAZVIJAJ PREMIUM,51.9,88.2,4.4,57.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 6,470€",Stabilizacija pasive,HPB mobilna aplikacija,62
L44EZQ4NQWO4,45,ZAPOSLEN,RAZVIJAJ PREMIUM,51.8,59.5,30.0,56.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
1DTCM3Z5D69G,50,ZAPOSLEN,RAZVIJAJ PREMIUM,51.8,69.3,9.6,75.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
L44EZQ4NQWO4,45,ZAPOSLEN,RAZVIJAJ PREMIUM,51.8,59.5,30.0,56.0,2,Hipotekarni kredit,"Stabilan klijent 16 god., prihodi 12,425€/mj.",Kamate 20-30 god.,Osobni savjetnik,84
1DTCM3Z5D69G,50,ZAPOSLEN,RAZVIJAJ PREMIUM,51.8,69.3,9.6,75.0,2,Hipotekarni kredit,"Stabilan klijent 29 god., prihodi 5,108€/mj.",Kamate 20-30 god.,Osobni savjetnik,70
V49E12IGIJZX,46,ZAPOSLEN,RAZVIJAJ PREMIUM,51.7,80.0,15.4,50.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
FDTI4FRH13T4,29,ZAPOSLEN,RAZVIJAJ PREMIUM,51.7,71.7,10.3,70.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
BKHKQ9DDZDD3,51,ZAPOSLEN,RAZVIJAJ PREMIUM,51.7,83.5,21.8,35.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
OET6KORJALQV,48,ZAPOSLEN,RAZVIJAJ PREMIUM,51.6,93.4,3.7,50.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
YA5MTRIYKI4H,89,UMIROVLJENIK,ODRŽAVAJ,51.6,72.0,45.2,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
KJ9PKQ3OS1LE,51,ZAPOSLEN,RAZVIJAJ PREMIUM,51.6,89.9,9.1,46.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
Z5WF4UNCM26P,51,ZAPOSLEN,RAZVIJAJ PREMIUM,51.6,71.9,10.5,69.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
OET6KORJALQV,48,ZAPOSLEN,RAZVIJAJ PREMIUM,51.6,93.4,3.7,50.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 3,773€",Stabilizacija pasive,HPB mobilna aplikacija,83
KJ9PKQ3OS1LE,51,ZAPOSLEN,RAZVIJAJ PREMIUM,51.6,89.9,9.1,46.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 16,864€",Stabilizacija pasive,HPB mobilna aplikacija,83
Z5WF4UNCM26P,51,ZAPOSLEN,RAZVIJAJ PREMIUM,51.6,71.9,10.5,69.0,2,Hipotekarni kredit,"Stabilan klijent 10 god., prihodi 8,216€/mj.",Kamate 20-30 god.,Osobni savjetnik,84
Z5WF4UNCM26P,51,ZAPOSLEN,RAZVIJAJ PREMIUM,51.6,71.9,10.5,69.0,3,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 7,308€",Stabilizacija pasive,HPB mobilna aplikacija,65
ZP5CVW4M37VJ,50,ZAPOSLEN,RAZVIJAJ PREMIUM,51.4,36.8,58.9,60.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
DWT60SVVM3WR,39,ZAPOSLEN,RAZVIJAJ PREMIUM,51.4,76.3,12.9,58.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ZP5CVW4M37VJ,50,ZAPOSLEN,RAZVIJAJ PREMIUM,51.4,36.8,58.9,60.0,2,Hipotekarni kredit,"Stabilan klijent 6 god., prihodi 4,685€/mj.",Kamate 20-30 god.,Osobni savjetnik,67
LHCPYAOORCSV,50,ZAPOSLEN,RAZVIJAJ PREMIUM,51.3,83.3,9.1,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
RCGJ8OZLYE3E,50,ZAPOSLEN,RAZVIJAJ PREMIUM,51.2,80.0,8.1,60.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
91OK5KFA0PO5,38,ZAPOSLEN,RAZVIJAJ PREMIUM,51.2,71.9,21.2,50.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
L4HAVVYN1QC9,50,ZAPOSLEN,RAZVIJAJ PREMIUM,51.2,92.1,6.2,46.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
RCGJ8OZLYE3E,50,ZAPOSLEN,RAZVIJAJ PREMIUM,51.2,80.0,8.1,60.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 10,660€",Stabilizacija pasive,HPB mobilna aplikacija,83
91OK5KFA0PO5,38,ZAPOSLEN,RAZVIJAJ PREMIUM,51.2,71.9,21.2,50.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 2,108€",Stabilizacija pasive,HPB mobilna aplikacija,83
L4HAVVYN1QC9,50,ZAPOSLEN,RAZVIJAJ PREMIUM,51.2,92.1,6.2,46.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 3,084€",Stabilizacija pasive,HPB mobilna aplikacija,83
RCGJ8OZLYE3E,50,ZAPOSLEN,RAZVIJAJ PREMIUM,51.2,80.0,8.1,60.0,3,Hipotekarni kredit,"Stabilan klijent 30 god., prihodi 7,640€/mj.",Kamate 20-30 god.,Osobni savjetnik,78
SH8OBF0ADJUZ,48,ZAPOSLEN,RAZVIJAJ PREMIUM,51.1,56.1,45.0,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
LWWXXY2E4CZI,51,NEZAPOSLEN,SPASI,51.1,48.3,69.8,25.0,1,Intervencija bankara — osobni poziv,"Klijent 26 god. u HPB-u, CLV 48 — visoki churn rizik, potreban osobni kontakt",Retencija visoko vrijednog klijenta,Osobni poziv / sastanak u poslovnici,100
UT6NMZS4TW4J,71,UMIROVLJENIK,ODRŽAVAJ,51.1,71.3,44.4,13.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 26 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
A15JCTSLYMII,59,ZAPOSLEN,RAZVIJAJ PREMIUM,51.0,64.3,15.7,69.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
L01GBATZMGEJ,90,UMIROVLJENIK,SPASI,50.9,42.5,69.1,13.5,1,Intervencija bankara — osobni poziv,"Klijent 30 god. u HPB-u, CLV 43 — visoki churn rizik, potreban osobni kontakt",Retencija visoko vrijednog klijenta,Osobni poziv / sastanak u poslovnici,100
HT3HPLOKKUXF,67,UMIROVLJENIK,ODRŽAVAJ,50.9,84.7,31.7,14.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 29 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
4QEFFOMEGH13,30,ZAPOSLEN,RAZVIJAJ PREMIUM,50.8,35.0,31.4,84.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
S70ZX948F6SM,46,ZAPOSLEN,RAZVIJAJ PREMIUM,50.8,78.4,12.0,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
0X0UCK3EATBZ,29,ZAPOSLEN,RAZVIJAJ PREMIUM,50.6,84.8,0.4,63.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
W6XW06586FUA,46,ZAPOSLEN,RAZVIJAJ PREMIUM,50.6,64.2,10.9,75.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
NYGCRG7FEYT7,25,ZAPOSLEN,RAZVIJAJ PREMIUM,50.6,79.5,4.9,63.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
0X0UCK3EATBZ,29,ZAPOSLEN,RAZVIJAJ PREMIUM,50.6,84.8,0.4,63.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 2,771€",Stabilizacija pasive,HPB mobilna aplikacija,70
W6XW06586FUA,46,ZAPOSLEN,RAZVIJAJ PREMIUM,50.6,64.2,10.9,75.0,2,Hipotekarni kredit,"Stabilan klijent 10 god., prihodi 15,108€/mj.",Kamate 20-30 god.,Osobni savjetnik,84
DAO1CCA1KD8P,55,ZAPOSLEN,RAZVIJAJ PREMIUM,50.5,71.6,7.9,69.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
4JXO2SVPMGZM,75,UMIROVLJENIK,SPASI,50.5,54.0,69.3,15.5,1,Intervencija bankara — osobni poziv,"Klijent 12 god. u HPB-u, CLV 54 — visoki churn rizik, potreban osobni kontakt",Retencija visoko vrijednog klijenta,Osobni poziv / sastanak u poslovnici,100
AGSJ90E2EFTM,20,ZAPOSLEN,RAZVIJAJ PREMIUM,50.5,31.8,51.5,55.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
DAO1CCA1KD8P,55,ZAPOSLEN,RAZVIJAJ PREMIUM,50.5,71.6,7.9,69.0,2,Hipotekarni kredit,"Stabilan klijent 29 god., prihodi 3,602€/mj.",Kamate 20-30 god.,Osobni savjetnik,60
363IZT3H321N,56,ZAPOSLEN,SPASI PRIORITET,50.4,25.7,72.2,50.0,1,Intervencija bankara — osobni poziv,"Klijent 5 god. u HPB-u, CLV 26 — visoki churn rizik, potreban osobni kontakt",Retencija visoko vrijednog klijenta,Osobni poziv / sastanak u poslovnici,100
MHKCBUH34KY4,58,ZAPOSLEN,RAZVIJAJ PREMIUM,50.4,93.6,2.7,46.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
1KSGLO1GRH4L,64,UMIROVLJENIK,ODRŽAVAJ,50.4,66.8,45.4,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 25 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
Y7OOBCHV6U3E,45,ZAPOSLEN,RAZVIJAJ PREMIUM,50.4,80.3,7.5,57.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
MHKCBUH34KY4,58,ZAPOSLEN,RAZVIJAJ PREMIUM,50.4,93.6,2.7,46.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 332,019€",Stabilizacija pasive,HPB mobilna aplikacija,83
1KSGLO1GRH4L,64,UMIROVLJENIK,ODRŽAVAJ,50.4,66.8,45.4,15.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 1,569€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,81
Y7OOBCHV6U3E,45,ZAPOSLEN,RAZVIJAJ PREMIUM,50.4,80.3,7.5,57.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 2,396€",Stabilizacija pasive,HPB mobilna aplikacija,20
DU4DFLU4931J,55,ZAPOSLEN,RAZVIJAJ PREMIUM,50.3,83.8,16.9,37.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
JJ8U3O5G9KH4,72,UMIROVLJENIK,ODRŽAVAJ,50.3,86.3,28.0,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 10 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
JJ8U3O5G9KH4,72,UMIROVLJENIK,ODRŽAVAJ,50.3,86.3,28.0,15.5,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 8,724€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,65
Z9ZFZJVKCSPA,66,UMIROVLJENIK,SPASI,50.2,51.8,67.1,21.0,1,Intervencija bankara — osobni poziv,"Klijent 5 god. u HPB-u, CLV 52 — visoki churn rizik, potreban osobni kontakt",Retencija visoko vrijednog klijenta,Osobni poziv / sastanak u poslovnici,100
J4ZZGT1W68M9,82,UMIROVLJENIK,ODRŽAVAJ,50.2,63.6,44.1,21.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 21 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
0LS2WFMJCN7E,89,UMIROVLJENIK,ODRŽAVAJ,50.2,76.2,33.2,21.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 29 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
UL6KNVFH91JH,60,ZAPOSLEN,RAZVIJAJ PREMIUM,50.2,79.1,17.0,43.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ZLTFTM9EHGNF,86,UMIROVLJENIK,SPASI,50.2,40.4,69.1,13.5,1,Intervencija bankara — osobni poziv,"Klijent 23 god. u HPB-u, CLV 40 — visoki churn rizik, potreban osobni kontakt",Retencija visoko vrijednog klijenta,Osobni poziv / sastanak u poslovnici,100
89ZRHY3F5866,62,ZAPOSLEN,ODRŽAVAJ,50.1,69.3,35.4,27.0,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 30 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
IHLHLEE8FR2C,37,ZAPOSLEN,RAZVIJAJ PREMIUM,50.1,72.3,13.2,58.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
WHE868E3W4CQ,59,ZAPOSLEN,RAZVIJAJ PREMIUM,50.1,59.4,27.1,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
89ZRHY3F5866,62,ZAPOSLEN,ODRŽAVAJ,50.1,69.3,35.4,27.0,2,Oročeni depozit — posebna kamata za lojalne,"Stanje 26,480€ slobodnih sredstava",Stabilizacija depozitne baze,HPB mobilna aplikacija,99
MUZL5JE8JC1K,88,UMIROVLJENIK,SPASI,50.0,39.9,69.1,13.5,1,Intervencija bankara — osobni poziv,"Klijent 30 god. u HPB-u, CLV 40 — visoki churn rizik, potreban osobni kontakt",Retencija visoko vrijednog klijenta,Osobni poziv / sastanak u poslovnici,100
ICS3L43PC0AG,26,STUDENT                         ,RAZVIJAJ PREMIUM,50.0,70.9,16.7,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
ZGYT6T3TD8MM,36,ZAPOSLEN,SPASI PRIORITET,49.9,14.2,72.2,64.0,1,Intervencija bankara — osobni poziv,"Klijent 21 god. u HPB-u, CLV 14 — visoki churn rizik, potreban osobni kontakt",Retencija visoko vrijednog klijenta,Osobni poziv / sastanak u poslovnici,100
N05C0OZ1MKDJ,55,UMIROVLJENIK,ODRŽAVAJ,49.9,64.6,46.0,15.5,1,Loyalty nagrada — zahvala za dugoročnu lojalnost,Klijent 27 god. u HPB-u — personalizirana nagrada za vjernost,Retencija | Smanjen churn,HPB mobilna aplikacija,100
1Z7NU3KR20HP,34,ZAPOSLEN,RAZVIJAJ PREMIUM,49.9,53.5,25.5,64.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
YL9GFF38P7UJ,48,ZAPOSLEN,RAZVIJAJ PREMIUM,49.9,79.7,8.7,54.0,1,Nagrada putem aplikacije — premium loyalty status,Stabilan i vrijedan klijent — dodjela premium statusa u aplikaciji povećava vezanost,Cross-sell temelj | Retencija,HPB mobilna aplikacija,85
1Z7NU3KR20HP,34,ZAPOSLEN,RAZVIJAJ PREMIUM,49.9,53.5,25.5,64.0,2,Oročeni depozit — viša kamatna stopa,"Slobodna sredstva 9,716€",Stabilizacija pasive,HPB mobilna aplikacija,73
